lat,lon,rep_date,fuel,elev,slope,aspect,temp,rh,ws,wd,pcp,ffmc,dmc,dc,bui,isi,fwi,ros,hfi,sfc,tfc,frp,cbh,sfl,cfl,greenup,pcuring,pconif
45.0174,-63.2072,2023-03-22 17:11:00,farm,42.0,0.863496,112.109,11.599,25.0,15.244,220.0,0.001,88.957,0.0,0.0,0.0,7.958,2.626,1.44,151.0,0.35,0.35,4.74,,15.9938,0.142368,0.0,100,0
45.0141,-63.2063,2023-03-22 17:11:00,M1_50,42.0,0.32596,85.6013,11.599,25.0,15.244,220.0,0.001,88.957,0.0,0.0,0.0,7.958,2.626,5.83,0.0,0.0,0.0,4.74,,9.1895,0.17255,0.0,100,50
45.0143,-63.2196,2023-03-22 17:39:00,M1_50,42.0,1.35508,119.876,11.6,25.0,15.247,220.0,0.001,88.958,0.0,0.0,0.0,7.96,2.627,5.83,0.0,0.0,0.0,9.44,,14.091,0.203411,0.0,100,50
45.016,-63.205,2023-03-22 17:39:00,D1,42.0,0.863496,112.109,11.599,25.0,15.244,220.0,0.001,88.957,0.0,0.0,0.0,7.958,2.626,1.74,0.0,0.0,0.0,15.61,,18.0668,0.254725,0.0,100,0
43.9332,-65.7255,2023-04-10 17:07:00,D1,58.0,0.465027,233.746,14.297,32.0,14.465,210.0,0.087,87.608,14.129,61.381,17.936,6.306,9.145,1.08,136.0,0.42,0.42,2.85,,18.2646,0.0775912,0.0,46,0
43.9298,-65.7244,2023-04-10 17:07:00,M1_35,58.0,0.465027,233.746,14.295,32.0,14.466,210.0,0.087,87.608,14.123,61.347,17.928,6.306,9.143,2.24,403.0,0.6,0.6,2.76,,19.8649,0.0745552,0.0,46,35
43.9302,-65.7256,2023-04-10 17:54:00,M1_35,58.0,0.465027,233.746,14.296,32.0,14.466,210.0,0.087,87.608,14.123,61.351,17.928,6.306,9.143,2.24,403.0,0.6,0.6,13.33,,19.8649,0.0745552,0.0,46,35
43.9309,-65.7233,2023-04-10 17:56:00,M1_50,58.0,0.465027,233.746,14.295,32.0,14.466,210.0,0.087,87.607,14.125,61.358,17.931,6.305,9.142,2.84,579.0,0.68,0.68,13.95,,20.6504,0.0897571,0.0,46,50
45.5595,-64.2705,2023-04-14 17:26:00,M1_65,50.0,1.86656,286.736,13.05,39.0,14.477,344.0,0.0,87.906,8.715,18.674,8.643,6.585,6.554,1.87,213.0,0.38,0.38,4.18,,9.30012,0.373269,0.0,49,65
45.5409,-64.2827,2023-04-14 17:34:00,farm,45.0,1.44676,341.878,13.112,39.0,14.459,344.0,0.0,87.945,8.829,18.887,8.756,6.616,6.625,7.18,754.0,0.35,0.35,5.16,,7.10448,0.177118,0.0,63,0
45.5585,-64.2651,2023-04-14 17:34:00,M1_65,50.0,2.53827,300.48,13.046,39.0,14.476,344.0,0.0,87.906,8.71,18.666,8.638,6.584,6.552,1.87,213.0,0.38,0.38,3.6,,11.8914,0.350243,0.0,49,65
46.3009,-65.7285,2023-04-28 15:09:00,C2,49.0,0.9964,109.799,14.472,46.0,10.463,44.0,0.663,79.48,11.844,33.045,12.493,1.828,1.819,0.39,78.0,0.67,0.67,3.78,,13.5726,0.416607,0.0,43,100
45.8296,-66.3796,2023-04-28 17:20:00,O1a,61.0,1.16847,55.4599,15.642,42.0,10.543,352.0,0.791,81.868,13.677,32.692,13.655,2.387,2.897,1.7,179.0,0.35,0.35,12.22,,14.8572,0.0120092,0.0,53,0
45.8289,-66.3845,2023-04-28 17:20:00,M1_35,61.0,1.16847,55.4599,15.651,42.0,10.55,352.0,0.784,81.933,13.694,32.697,13.672,2.406,2.929,0.46,65.0,0.47,0.47,5.05,,6.69883,0.0235778,0.0,53,35
45.8322,-66.3855,2023-04-28 17:20:00,O1a,61.0,0.657885,38.8298,15.653,42.0,10.559,352.0,0.776,81.986,13.692,32.669,13.67,2.423,2.955,1.73,182.0,0.35,0.35,5.05,,13.6193,0.0120092,0.0,53,0
45.8312,-66.3973,2023-04-28 17:28:00,M1_65,61.0,0.732504,154.747,15.676,42.0,10.577,352.0,0.759,82.148,13.73,32.675,13.706,2.473,3.038,0.75,133.0,0.59,0.59,17.33,,10.7492,0.439976,0.0,39,65
45.8335,-66.3836,2023-04-28 17:28:00,M1_50,61.0,0.657885,38.8298,15.65,42.0,10.559,352.0,0.777,81.973,13.684,32.658,13.662,2.419,2.948,0.59,94.0,0.53,0.53,27.77,,6.55527,0.0130396,0.0,64,50
45.8262,-66.3808,2023-04-28 18:11:00,M1_50,61.0,1.16847,55.4599,15.643,42.0,10.537,352.0,0.796,81.846,13.686,32.721,13.665,2.38,2.888,0.58,92.0,0.53,0.53,4.39,,14.5092,0.111409,0.0,53,50
45.8321,-66.3705,2023-04-28 18:11:00,O1a,49.0,1.22181,41.6822,15.625,42.0,10.533,352.0,0.802,81.763,13.652,32.733,13.632,2.356,2.845,1.57,165.0,0.35,0.35,4.78,,12.7493,0.00433933,0.0,69,0
45.8318,-66.3811,2023-04-28 18:11:00,O1a,61.0,1.16847,55.4599,15.645,42.0,10.551,352.0,0.785,81.916,13.679,32.673,13.657,2.401,2.919,1.71,180.0,0.35,0.35,4.39,,8.73466,0.0235778,0.0,53,0
45.832,-66.3758,2023-04-28 18:11:00,O1a,49.0,1.16847,55.4599,15.635,42.0,10.542,352.0,0.793,81.84,13.669,32.733,13.648,2.378,2.882,1.69,177.0,0.35,0.35,4.78,,8.73692,0.011733,0.0,64,0
45.8316,-66.3865,2023-04-28 18:11:00,O1a,61.0,0.657885,38.8298,15.655,42.0,10.559,352.0,0.776,81.994,13.696,32.673,13.673,2.425,2.959,1.73,182.0,0.35,0.35,4.39,,14.7111,0.0902476,0.0,39,0
45.8146,-66.2559,2023-04-29 17:00:00,D1,38.0,0.803508,264.644,14.385,49.0,11.244,61.0,0.067,84.243,14.946,36.401,14.933,3.35,4.545,0.39,42.0,0.36,0.36,18.33,,0.0,-1.0,0.0,55,0
45.8157,-66.2505,2023-04-29 17:00:00,D1,51.0,0.276699,161.565,14.452,49.0,11.231,61.0,0.068,84.209,14.938,36.317,14.924,3.333,4.519,0.39,42.0,0.36,0.36,18.33,,0.0,-1.0,0.0,55,0
45.8101,-66.2445,2023-04-29 17:52:00,D1,51.0,0.276699,161.565,14.439,49.0,11.223,61.0,0.068,84.155,14.926,36.356,14.913,3.307,4.479,0.38,41.0,0.36,0.36,7.25,,0.0,-1.0,0.0,62,0
45.8185,-66.2521,2023-04-29 17:52:00,D1,51.0,0.276699,161.565,14.455,49.0,11.233,61.0,0.069,84.227,14.94,36.297,14.926,3.341,4.531,0.39,42.0,0.36,0.36,6.06,,0.0,-1.0,0.0,44,0
45.8141,-66.2515,2023-04-29 17:52:00,D1,51.0,0.276699,161.565,14.454,49.0,11.235,61.0,0.068,84.212,14.944,36.329,14.93,3.335,4.523,0.39,42.0,0.36,0.36,6.06,,0.0,-1.0,0.0,55,0
45.8145,-66.2453,2023-04-29 17:52:00,D1,51.0,0.276699,161.565,14.44,49.0,11.221,61.0,0.069,84.171,14.922,36.324,14.909,3.314,4.489,0.39,42.0,0.36,0.36,6.06,,0.0,-1.0,0.0,55,0
45.818,-66.2583,2023-04-29 17:52:00,D1,38.0,0.803508,264.644,14.391,49.0,11.246,61.0,0.068,84.268,14.949,36.377,14.936,3.362,4.562,0.39,42.0,0.36,0.36,11.8,,0.0,-1.0,0.0,55,0
45.8118,-66.2594,2023-04-29 18:09:00,D1,52.0,0.542275,244.026,14.477,49.0,11.253,61.0,0.066,84.26,14.975,36.341,14.961,3.359,4.563,0.39,42.0,0.36,0.36,25.7,,10.5451,0.101008,0.0,55,0
46.6444,-65.8555,2023-04-30 06:57:00,M1_50,,1.03456,101.853,11.45,57.0,9.22,83.0,0.0,85.864,17.741,40.281,17.69,3.781,5.7,1.389,278.0,0.668,0.668,1.26,,,0.0922489,0.0,47,50
43.7785,-65.5897,2023-04-30 17:13:00,C2,30.0,0.450694,70.56,11.898,58.0,19.511,102.0,0.377,83.406,16.182,43.22,16.717,4.548,6.574,2.09,545.0,0.87,0.87,28.07,,17.0965,0.626921,1.0,33,100
43.7748,-65.5927,2023-04-30 17:32:00,M2_50,30.0,1.05668,27.4744,11.897,58.0,19.527,102.0,0.384,83.374,16.165,43.19,16.702,4.533,6.551,1.51,285.0,0.63,0.63,25.43,,19.012,0.530802,1.0,29,50
43.7784,-65.5935,2023-04-30 17:32:00,D2,42.0,1.05668,27.4744,11.83,58.0,19.523,102.0,0.378,83.4,16.153,43.191,16.696,4.547,6.568,0.0,0.0,0.08,0.08,25.43,,13.7928,0.421176,1.0,33,0
43.7755,-65.587,2023-04-30 17:32:00,C2,30.0,0.767504,30.3236,11.898,58.0,19.509,102.0,0.382,83.386,16.177,43.214,16.713,4.536,6.557,2.08,543.0,0.87,0.87,11.55,,19.7799,0.529307,1.0,28,100
43.7756,-65.5886,2023-04-30 18:21:00,C2,30.0,0.767504,30.3236,11.898,58.0,19.513,102.0,0.382,83.385,16.175,43.209,16.711,4.536,6.557,2.08,543.0,0.87,0.87,15.47,,19.0505,0.418969,1.0,28,100
43.7794,-65.595,2023-04-30 18:21:00,M2_65,42.0,1.05668,27.4744,11.83,58.0,19.525,102.0,0.377,83.406,16.154,43.191,16.696,4.551,6.574,1.95,415.0,0.71,0.71,5.97,,13.7928,0.421176,1.0,33,65
45.5714,-66.3985,2023-05-06 16:28:00,O1b,133.0,2.16001,343.872,19.62,32.0,18.075,352.0,0.032,87.061,10.24,25.008,10.229,6.996,7.521,3.11,327.0,0.35,0.35,5.35,,12.8886,0.00371067,0.0,65,0
45.5715,-66.3964,2023-05-06 17:20:00,O1b,133.0,2.16001,343.872,19.614,32.0,18.071,352.0,0.032,87.047,10.233,25.002,10.222,6.981,7.504,3.1,325.0,0.35,0.35,5.61,,12.8886,0.00371067,0.0,57,0
45.7554,-66.2628,2023-05-07 16:09:00,D2,61.0,1.89283,10.271,19.963,33.0,19.835,318.0,0.002,89.745,12.648,31.8,12.684,11.23,12.41,0.0,0.0,0.06,0.06,4.18,,11.771,0.0612282,0.0,53,0
45.7519,-66.2607,2023-05-07 16:09:00,D2,53.0,1.89283,10.271,20.014,33.0,19.817,318.0,0.002,89.728,12.609,31.742,12.653,11.192,12.363,0.0,0.0,0.06,0.06,3.56,,5.69765,0.0,0.0,62,0
45.7537,-66.2683,2023-05-07 16:09:00,D2,61.0,1.89283,10.271,19.971,33.0,19.849,318.0,0.002,89.764,12.672,31.812,12.698,11.269,12.451,0.0,0.0,0.06,0.06,4.18,,6.44302,0.0,0.0,62,0
45.7536,-66.2551,2023-05-07 16:09:00,O1b,53.0,1.2586,344.445,20.005,33.0,19.802,318.0,0.003,89.709,12.584,31.73,12.638,11.154,12.323,7.33,770.0,0.35,0.35,3.56,,17.1812,0.0629893,0.0,53,0
45.7338,-66.2369,2023-05-07 17:02:00,M1_25,83.0,1.60983,13.9283,19.701,34.0,19.679,318.0,0.003,89.592,12.569,31.808,12.646,10.9,12.101,2.99,359.0,0.4,0.4,9.05,,6.41042,0.0,0.0,61,25
45.7568,-66.2518,2023-05-07 17:02:00,M2_35,49.0,1.2586,344.445,20.035,33.0,19.8,318.0,0.003,89.702,12.56,31.705,12.621,11.141,12.304,2.97,392.0,0.44,0.44,3.49,,9.2679,0.0711192,0.0,53,35
45.7527,-66.2736,2023-05-07 17:02:00,farm,87.0,1.56495,3.20522,19.779,33.0,19.866,318.0,0.002,89.784,12.775,31.969,12.781,11.311,12.525,7.47,784.0,0.35,0.35,6.37,,6.44302,0.0,0.0,50,0
45.7383,-66.2328,2023-05-07 17:02:00,farm,83.0,1.23111,336.038,19.7,34.0,19.678,318.0,0.003,89.585,12.554,31.807,12.638,10.889,12.088,5.92,622.0,0.35,0.35,27.19,,12.2767,0.0,0.0,61,0
45.7396,-66.2451,2023-05-07 17:02:00,farm,66.0,2.09836,344.805,19.86,34.0,19.725,318.0,0.003,89.638,12.562,31.747,12.63,10.998,12.181,6.0,630.0,0.35,0.35,3.82,,-1.0,0.0,0.0,61,0
45.7249,-66.2452,2023-05-07 17:02:00,M2_50,99.0,0.848896,103.627,19.579,34.0,19.681,318.0,0.003,89.607,12.647,31.899,12.703,10.925,12.149,4.04,606.0,0.5,0.5,2.29,,14.182,0.0193302,0.0,60,50
45.7417,-66.2342,2023-05-07 17:02:00,farm,83.0,1.23111,336.038,19.709,34.0,19.693,318.0,0.003,89.597,12.563,31.817,12.644,10.916,12.115,5.94,624.0,0.35,0.35,27.19,,12.1894,0.00433933,0.0,61,0
45.7558,-66.2573,2023-05-07 17:02:00,M2_65,53.0,1.36988,25.3959,20.014,33.0,19.816,318.0,0.003,89.723,12.597,31.741,12.647,11.184,12.353,5.31,876.0,0.55,0.55,5.62,,14.2452,0.0851765,0.0,53,65
45.7358,-66.226,2023-05-07 17:02:00,D2,91.0,1.23111,336.038,19.62,34.0,19.647,318.0,0.003,89.551,12.543,31.829,12.637,10.819,12.025,0.0,0.0,0.06,0.06,20.0,,6.45976,0.0,0.0,60,0
45.7441,-66.241,2023-05-07 17:02:00,O1b,62.0,2.06912,334.983,19.89,34.0,19.724,318.0,0.003,89.631,12.535,31.723,12.612,10.986,12.163,5.99,629.0,0.35,0.35,2.57,,8.55682,0.0163918,0.0,61,0
45.7348,-66.2315,2023-05-07 17:02:00,D2,91.0,1.60983,13.9283,19.629,34.0,19.663,318.0,0.003,89.572,12.568,31.84,12.651,10.86,12.068,0.0,0.0,0.06,0.06,20.0,,6.37278,0.0,0.0,61,0
45.7537,-66.2682,2023-05-07 17:02:00,D2,61.0,1.89283,10.271,19.971,33.0,19.849,318.0,0.002,89.764,12.672,31.812,12.698,11.269,12.451,0.0,0.0,0.06,0.06,6.37,,6.44302,0.0,0.0,62,0
45.7496,-66.2314,2023-05-07 17:02:00,O1b,69.0,1.62038,308.108,19.825,34.0,19.706,318.0,0.003,89.602,12.515,31.748,12.606,10.931,12.111,5.95,625.0,0.35,0.35,10.84,,9.70419,0.182073,0.0,59,0
45.7533,-66.2505,2023-05-07 17:02:00,O1b,53.0,1.2586,344.445,19.995,33.0,19.785,318.0,0.003,89.689,12.562,31.717,12.624,11.112,12.279,7.29,765.0,0.35,0.35,7.26,,8.9769,0.011733,0.0,53,0
45.7259,-66.2397,2023-05-07 17:02:00,D2,99.0,0.848896,103.627,19.569,34.0,19.665,318.0,0.003,89.587,12.622,31.887,12.688,10.885,12.107,0.0,0.0,0.06,0.06,9.41,,12.9846,0.0120092,0.0,61,0
45.7461,-66.23,2023-05-07 17:02:00,D2,83.0,1.32524,324.211,19.708,34.0,19.692,318.0,0.003,89.589,12.548,31.816,12.637,10.903,12.1,0.0,0.0,0.06,0.06,10.84,,8.97662,0.0163918,0.0,59,0
45.7437,-66.2232,2023-05-07 17:02:00,D2,91.0,1.32524,324.211,19.628,34.0,19.661,318.0,0.003,89.556,12.537,31.838,12.635,10.834,12.038,0.0,0.0,0.06,0.06,23.61,,13.3785,0.004232,0.0,59,0
45.7269,-66.2343,2023-05-07 17:02:00,D2,98.0,1.60983,13.9283,19.567,34.0,19.649,318.0,0.003,89.566,12.594,31.87,12.671,10.843,12.062,0.0,0.0,0.06,0.06,9.41,,8.54317,0.011733,0.0,61,0
45.7448,-66.2177,2023-05-07 17:02:00,D2,61.0,1.07384,335.225,19.85,34.0,19.644,318.0,0.003,89.535,12.421,31.66,12.541,10.792,11.959,0.0,0.0,0.06,0.06,23.61,,12.9858,0.0120092,0.0,40,0
45.7372,-66.2383,2023-05-07 17:02:00,D2,83.0,1.60983,13.9283,19.71,34.0,19.694,318.0,0.003,89.605,12.578,31.819,12.652,10.929,12.13,0.0,0.0,0.06,0.06,3.82,,6.41229,0.0,0.0,61,0
45.7544,-66.245,2023-05-07 17:02:00,D2,58.0,1.2586,344.445,19.947,33.0,19.769,318.0,0.003,89.669,12.552,31.732,12.622,11.071,12.242,0.0,0.0,0.06,0.06,7.26,,8.21131,0.0120092,0.0,53,0
45.7393,-66.2274,2023-05-07 17:02:00,D2,91.0,1.23111,336.038,19.629,34.0,19.662,318.0,0.003,89.564,12.553,31.839,12.644,10.847,12.053,0.0,0.0,0.06,0.06,27.19,,6.45976,0.0,0.0,61,0
45.7403,-66.2219,2023-05-07 17:02:00,O1b,91.0,0.353995,42.1376,19.619,34.0,19.646,318.0,0.003,89.544,12.528,31.828,12.629,10.807,12.011,6.31,663.0,0.35,0.35,23.61,,13.3156,0.00371067,0.0,40,0
45.7472,-66.2245,2023-05-07 17:02:00,D2,69.0,1.32524,324.211,19.807,34.0,19.675,318.0,0.003,89.569,12.48,31.726,12.584,10.862,12.04,0.0,0.0,0.06,0.06,13.31,,14.554,0.109118,0.0,59,0
45.7485,-66.2368,2023-05-07 17:02:00,D2,62.0,1.62038,308.108,19.889,34.0,19.723,318.0,0.003,89.623,12.519,31.721,12.603,10.973,12.147,0.0,0.0,0.06,0.06,10.84,,13.3273,0.0,0.0,63,0
45.7407,-66.2396,2023-05-07 17:02:00,O1b,83.0,2.06912,334.983,19.718,34.0,19.709,318.0,0.003,89.618,12.588,31.829,12.659,10.958,12.159,5.97,627.0,0.35,0.35,3.82,,8.50349,0.004232,0.0,61,0
45.7427,-66.2287,2023-05-07 17:02:00,D2,83.0,1.23111,336.038,19.699,34.0,19.677,318.0,0.003,89.577,12.538,31.805,12.629,10.876,12.073,0.0,0.0,0.06,0.06,27.19,,13.3776,0.00429333,0.0,59,0
45.7475,-66.2423,2023-05-07 17:02:00,O1b,62.0,2.06912,334.983,19.899,34.0,19.739,318.0,0.003,89.643,12.545,31.734,12.619,11.014,12.191,6.01,631.0,0.35,0.35,2.57,,5.69502,0.0,0.0,63,0
45.7451,-66.2355,2023-05-07 17:02:00,farm,83.0,2.06912,334.983,19.718,34.0,19.708,318.0,0.003,89.61,12.573,31.828,12.652,10.944,12.143,5.96,626.0,0.35,0.35,10.84,,8.99671,0.00371067,0.0,63,0
45.7314,-66.2302,2023-05-07 17:02:00,O1b,91.0,1.60983,13.9283,19.621,34.0,19.648,318.0,0.003,89.559,12.558,31.83,12.644,10.832,12.04,5.52,580.0,0.35,0.35,20.0,,6.43977,0.0,0.0,61,0
45.7294,-66.241,2023-05-07 17:02:00,D2,99.0,1.60983,13.9283,19.578,34.0,19.68,318.0,0.003,89.599,12.632,31.898,12.695,10.912,12.134,0.0,0.0,0.06,0.06,9.05,,8.54317,0.011733,0.0,61,0
45.7304,-66.2356,2023-05-07 17:02:00,D2,83.0,1.60983,13.9283,19.692,34.0,19.664,318.0,0.003,89.579,12.559,31.797,12.638,10.872,12.073,0.0,0.0,0.06,0.06,9.05,,6.41042,0.0,0.0,61,0
45.752,-66.2382,2023-05-07 17:02:00,O1b,58.0,1.62038,308.108,19.929,34.0,19.738,318.0,0.003,89.635,12.517,31.71,12.6,11.0,12.17,6.0,630.0,0.35,0.35,2.2,,14.175,0.0170687,0.0,63,0
45.7547,-66.2628,2023-05-07 17:02:00,D2,61.0,1.89283,10.271,19.961,33.0,19.833,318.0,0.002,89.743,12.647,31.798,12.683,11.226,12.406,0.0,0.0,0.06,0.06,5.62,,11.4016,0.125875,0.0,53,0
45.7369,-66.2206,2023-05-07 17:02:00,M2_35,91.0,0.353995,42.1376,19.61,34.0,19.631,318.0,0.003,89.531,12.518,31.817,12.622,10.779,11.983,2.85,376.0,0.44,0.44,2.56,,5.65929,0.0541541,0.0,60,35
45.7283,-66.2465,2023-05-07 17:02:00,M2_50,99.0,0.31275,272.291,19.588,34.0,19.696,318.0,0.003,89.62,12.656,31.91,12.71,10.953,12.177,4.06,609.0,0.5,0.5,5.54,,13.3718,0.00433933,0.0,59,50
45.7337,-66.2429,2023-05-07 17:13:00,D2,83.0,2.09836,344.805,19.713,34.0,19.7,318.0,0.003,89.617,12.597,31.823,12.663,10.951,12.154,0.0,0.0,0.06,0.06,178.73,,6.41229,0.0,0.0,59,0
45.7299,-66.2616,2023-05-07 17:13:00,M2_50,110.0,1.19635,280.84,19.537,34.0,19.754,318.0,0.002,89.685,12.763,32.016,12.785,11.088,12.33,4.14,621.0,0.5,0.5,69.52,,8.54504,0.011733,0.0,41,50
45.7498,-66.2349,2023-05-07 17:13:00,O1b,69.0,1.62038,308.108,19.833,34.0,19.72,318.0,0.003,89.617,12.533,31.758,12.618,10.962,12.144,5.97,627.0,0.35,0.35,25.25,,13.3273,0.0,0.0,63,0
45.746,-66.2535,2023-05-07 17:13:00,O1b,83.0,2.12132,351.87,19.757,33.0,19.774,318.0,0.003,89.686,12.66,31.877,12.705,11.101,12.306,6.08,638.0,0.35,0.35,49.83,,8.0451,0.011733,0.0,62,0
45.7508,-66.2708,2023-05-07 17:13:00,D2,87.0,1.89283,10.271,19.77,33.0,19.85,318.0,0.002,89.768,12.76,31.957,12.771,11.276,12.49,0.0,0.0,0.06,0.06,45.67,,6.44302,0.0,0.0,62,0
45.7374,-66.2245,2023-05-07 17:13:00,D2,91.0,1.23111,336.038,19.619,34.0,19.646,318.0,0.003,89.548,12.537,31.828,12.633,10.814,12.019,0.0,0.0,0.06,0.06,93.3,,6.45976,0.0,0.0,60,0
45.7441,-66.2476,2023-05-07 17:13:00,O1b,62.0,2.06912,334.983,19.904,34.0,19.748,318.0,0.003,89.658,12.566,31.741,12.631,11.042,12.221,6.03,633.0,0.35,0.35,106.38,,8.0451,0.0118131,0.0,61,0
45.7545,-66.2523,2023-05-07 17:13:00,M2_35,53.0,1.2586,344.445,20.001,33.0,19.795,318.0,0.003,89.699,12.572,31.724,12.631,11.134,12.302,2.97,392.0,0.44,0.44,20.62,,8.9769,0.011733,0.0,53,35
45.7232,-66.2385,2023-05-07 17:13:00,O1b,98.0,0.848896,103.627,19.57,34.0,19.652,318.0,0.003,89.576,12.61,31.873,12.679,10.86,12.08,5.2,546.0,0.35,0.35,57.89,,12.2499,0.00371067,0.0,60,0
45.7527,-66.2765,2023-05-07 17:13:00,O1b,91.0,1.56495,3.20522,19.754,33.0,19.875,318.0,0.002,89.796,12.801,32.0,12.801,11.335,12.555,7.5,788.0,0.35,0.35,35.19,,6.45713,0.0,0.0,50,0
45.7296,-66.2523,2023-05-07 17:49:00,O1b,110.0,0.31275,272.291,19.517,34.0,19.72,318.0,0.002,89.646,12.719,31.99,12.757,11.008,12.246,6.01,631.0,0.35,0.35,8.57,,13.3161,0.00371067,0.0,59,0
45.7474,-66.2542,2023-05-07 17:49:00,O1b,53.0,2.12132,351.87,19.993,33.0,19.781,318.0,0.003,89.692,12.574,31.716,12.63,11.115,12.285,6.09,639.0,0.35,0.35,38.64,,8.55455,0.0235778,0.0,62,0
45.7554,-66.2679,2023-05-07 17:49:00,D2,61.0,1.89283,10.271,19.973,33.0,19.853,318.0,0.002,89.766,12.672,31.814,12.699,11.274,12.456,0.0,0.0,0.06,0.06,32.75,,6.89341,0.0,0.0,53,0
45.739,-66.247,2023-05-07 17:49:00,farm,66.0,2.09836,344.805,19.863,34.0,19.73,318.0,0.003,89.645,12.57,31.751,12.635,11.012,12.196,6.01,631.0,0.35,0.35,14.63,,6.26525,0.0,0.0,61,0
45.7509,-66.2673,2023-05-07 17:49:00,O1b,61.0,1.89283,10.271,19.964,33.0,19.838,318.0,0.002,89.754,12.665,31.804,12.693,11.246,12.428,6.67,700.0,0.35,0.35,32.75,,6.44302,0.0,0.0,62,0
45.7376,-66.2656,2023-05-07 17:49:00,D2,94.0,1.82294,334.841,19.682,33.0,19.792,318.0,0.002,89.718,12.742,31.955,12.762,11.162,12.385,0.0,0.0,0.06,0.06,18.45,,12.2517,0.00752303,0.0,59,0
45.7305,-66.2397,2023-05-07 17:49:00,D2,99.0,1.60983,13.9283,19.577,34.0,19.679,318.0,0.003,89.597,12.627,31.897,12.693,10.908,12.129,0.0,0.0,0.06,0.06,5.02,,8.60973,0.0,0.0,61,0
45.7558,-66.2616,2023-05-07 17:49:00,D2,61.0,1.36988,25.3959,19.961,33.0,19.832,318.0,0.002,89.741,12.642,31.797,12.68,11.222,12.401,0.0,0.0,0.06,0.06,32.75,,11.4016,0.125875,0.0,53,0
45.7514,-66.261,2023-05-07 17:49:00,D2,53.0,1.89283,10.271,20.014,33.0,19.817,318.0,0.002,89.729,12.61,31.742,12.653,11.194,12.365,0.0,0.0,0.06,0.06,32.75,,5.69765,0.0,0.0,62,0
45.7399,-66.2344,2023-05-07 17:49:00,farm,83.0,1.23111,336.038,19.706,34.0,19.689,318.0,0.003,89.595,12.563,31.814,12.644,10.91,12.109,5.93,623.0,0.35,0.35,15.98,,12.2502,0.00369533,0.0,61,0
45.7385,-66.2533,2023-05-07 17:49:00,D2,66.0,1.82294,334.841,19.875,34.0,19.751,318.0,0.002,89.67,12.6,31.767,12.653,11.063,12.249,0.0,0.0,0.06,0.06,14.63,,6.41229,0.0,0.0,59,0
45.7465,-66.2667,2023-05-07 17:49:00,O1b,87.0,0.870524,344.168,19.754,33.0,19.822,318.0,0.002,89.742,12.735,31.937,12.755,11.218,12.431,6.65,698.0,0.35,0.35,47.48,,6.37278,0.0,0.0,62,0
45.7404,-66.2281,2023-05-07 17:49:00,D2,83.0,1.23111,336.038,19.694,34.0,19.668,318.0,0.003,89.569,12.533,31.799,12.626,10.858,12.055,0.0,0.0,0.06,0.06,10.1,,13.3776,0.00429333,0.0,61,0
45.731,-66.2333,2023-05-07 17:49:00,D2,91.0,1.60983,13.9283,19.627,34.0,19.658,318.0,0.003,89.571,12.573,31.837,12.653,10.856,12.065,0.0,0.0,0.06,0.06,5.02,,6.41229,0.0,0.0,61,0
45.7415,-66.2725,2023-05-07 17:49:00,M1_25,91.0,0.870524,344.168,19.726,33.0,19.828,318.0,0.002,89.755,12.77,31.966,12.778,11.242,12.463,3.15,387.0,0.41,0.41,17.58,,10.0833,0.011733,0.0,47,25
45.7327,-66.2712,2023-05-07 17:49:00,M2_65,94.0,0.71261,285.255,19.685,33.0,19.796,318.0,0.002,89.731,12.763,31.96,12.773,11.185,12.41,5.35,883.0,0.55,0.55,15.69,,17.4146,0.210998,0.0,41,65
45.7366,-66.2781,2023-05-07 17:49:00,M2_65,91.0,0.71261,285.255,19.73,33.0,19.833,318.0,0.002,89.768,12.791,31.972,12.791,11.266,12.49,5.41,897.0,0.55,0.552522,15.69,,12.2322,0.0120092,1.0,23,65
45.7331,-66.2651,2023-05-07 17:49:00,M1_25,94.0,1.19635,280.84,19.673,34.0,19.776,318.0,0.002,89.707,12.734,31.944,12.756,11.136,12.359,3.1,372.0,0.4,0.4,18.45,,12.9865,0.0120092,0.0,41,25
45.7336,-66.2589,2023-05-07 17:49:00,M1_25,110.0,1.19635,280.84,19.537,34.0,19.756,318.0,0.002,89.682,12.754,32.016,12.78,11.085,12.325,3.09,380.0,0.41,0.41,18.45,,8.54504,0.011733,0.0,59,25
45.7411,-66.2787,2023-05-07 17:49:00,M2_50,91.0,0.201556,7.12502,19.739,33.0,19.848,318.0,0.002,89.78,12.799,31.983,12.799,11.294,12.518,4.25,638.0,0.5,0.5,17.58,,10.219,0.0296822,0.0,47,50
45.7371,-66.2719,2023-05-07 17:49:00,M2_50,94.0,0.71261,285.255,19.694,33.0,19.812,318.0,0.002,89.743,12.771,31.972,12.78,11.214,12.439,4.2,630.0,0.5,0.5,15.69,,9.44515,0.0541541,0.0,47,50
45.743,-66.2538,2023-05-07 17:49:00,farm,66.0,1.82294,334.841,19.884,34.0,19.766,318.0,0.003,89.681,12.606,31.777,12.658,11.089,12.274,6.07,637.0,0.35,0.35,38.64,,8.0451,0.011733,0.0,62,0
45.7448,-66.2287,2023-05-07 17:49:00,farm,83.0,1.32524,324.211,19.703,34.0,19.683,318.0,0.003,89.581,12.54,31.81,12.631,10.885,12.082,5.92,622.0,0.35,0.35,13.55,,8.98641,0.00369533,0.0,59,0
