lat,lon,rep_date,fuel,elev,slope,aspect,temp,rh,ws,wd,pcp,ffmc,dmc,dc,bui,isi,fwi,ros,hfi,sfc,tfc,frp,cbh,sfl,cfl,greenup,pcuring,pconif
43.6721,-65.4486,2023-05-30 18:11:00,C2,29.0,0.538807,93.9909,14.416,55.0,14.235,239.0,0.0,85.955,20.023,87.351,25.457,4.93,8.967,3.37,1284.0,1.27,1.27,15.38,,17.4707,0.529307,1.0,29,100
43.5934,-65.5371,2023-05-30 18:11:00,C2,21.0,0.436606,13.2405,14.074,57.0,14.312,239.0,0.0,85.623,19.55,86.125,24.944,4.725,8.545,3.13,1174.0,1.25,1.25,18.95,,19.2576,0.414356,0.0,78,100
43.658,-65.3553,2023-05-30 18:11:00,D2,25.0,1.15163,117.121,14.392,56.0,14.16,239.0,0.002,85.855,19.902,84.855,25.092,4.843,8.759,0.0,0.0,0.11,0.11,64.35,,0.0,-1.0,0.0,39,0
43.5787,-65.4914,2023-05-30 18:11:00,D2,8.0,0.392508,9.16235,13.903,57.0,14.365,239.0,0.001,85.49,19.251,83.806,24.457,4.651,8.334,0.0,0.0,0.11,0.11,267.47,,17.2977,0.302908,1.0,32,0
43.6289,-65.3592,2023-05-30 18:11:00,D2,21.0,0.898088,55.204,14.24,56.0,14.31,239.0,0.001,85.709,19.625,84.577,24.84,4.781,8.612,0.0,0.0,0.11,0.11,122.61,,0.0,-1.0,0.0,38,0
43.6349,-65.3539,2023-05-30 18:11:00,D2,12.0,1.1165,68.3177,14.162,56.0,14.191,239.0,0.002,85.74,19.617,83.413,24.707,4.774,8.575,0.0,0.0,0.11,0.11,247.07,,0.0,-1.0,1.0,34,0
43.583,-65.5097,2023-05-30 18:11:00,M2_50,12.0,0.477624,47.1211,13.953,57.0,14.347,239.0,0.0,85.533,19.346,84.576,24.616,4.674,8.401,1.96,523.0,0.89,0.89,5.74,,13.8524,0.319535,1.0,35,50
43.6036,-65.4191,2023-05-30 18:11:00,M2_65,13.0,0.445112,218.157,14.042,57.0,14.328,239.0,0.001,85.58,19.389,84.002,24.589,4.7,8.437,2.53,751.0,0.99,0.99,6.24,,20.1289,0.546546,0.0,65,65
43.5939,-65.5263,2023-05-30 18:11:00,M2_65,9.0,0.436606,13.2405,13.94,57.0,14.318,239.0,0.0,85.611,19.386,84.904,24.683,4.718,8.483,2.55,757.0,0.99,0.99,25.1,,17.3659,0.554391,1.0,30,65
43.6656,-65.4697,2023-05-30 18:11:00,M2_65,11.0,1.05253,217.278,14.178,56.0,14.234,239.0,0.0,85.935,19.768,85.965,25.104,4.916,8.875,2.72,824.0,1.01,1.01,4.44,,18.9306,0.483293,1.0,36,65
43.5883,-65.5207,2023-05-30 18:11:00,M2_65,19.0,0.566789,48.5763,14.044,57.0,14.331,239.0,0.0,85.574,19.477,85.518,24.821,4.697,8.477,2.54,762.0,1.0,1.0,13.8,,17.178,0.521583,1.0,30,65
43.6659,-65.4592,2023-05-30 18:11:00,C2,53.0,0.30104,184.764,14.672,56.0,14.239,239.0,0.0,85.929,20.298,89.433,25.9,4.913,9.028,3.4,1316.0,1.29,1.29,13.33,,21.351,0.602913,1.0,28,100
43.6646,-65.4968,2023-05-30 18:11:00,C2,24.0,1.23744,81.8699,14.312,56.0,14.22,239.0,0.0,85.951,19.946,87.493,25.41,4.924,8.948,3.36,1280.0,1.27,1.27,15.98,,21.3478,0.602913,1.0,27,100
43.646,-65.5385,2023-05-30 18:11:00,C2,29.0,0.212867,220.236,14.299,56.0,14.225,239.0,0.0,85.898,19.939,88.188,25.477,4.889,8.907,3.34,1286.0,1.27,1.28317,8.96,,20.1485,0.439012,1.0,29,100
43.5937,-65.5317,2023-05-30 18:11:00,C2,19.0,0.436606,13.2405,14.054,57.0,14.315,239.0,0.0,85.617,19.519,85.859,24.891,4.722,8.53,3.13,1164.0,1.24,1.24,18.95,,17.3659,0.554391,0.0,78,100
43.6061,-65.5306,2023-05-30 18:11:00,C2,20.0,0.559017,63.4349,14.097,57.0,14.295,239.0,0.0,85.68,19.598,86.254,24.997,4.759,8.609,3.17,1189.0,1.25,1.25,8.95,,15.824,0.0443371,0.0,47,100
43.5943,-65.5155,2023-05-30 18:11:00,C2,16.0,0.654074,26.0754,14.026,57.0,14.325,239.0,0.0,85.6,19.465,85.327,24.791,4.713,8.496,3.11,1157.0,1.24,1.24,10.16,,17.2011,0.597755,1.0,36,100
43.5881,-65.5261,2023-05-30 18:11:00,C2,28.0,0.566789,48.5763,14.146,57.0,14.328,239.0,0.0,85.58,19.597,86.384,25.01,4.7,8.518,3.12,1170.0,1.25,1.25,13.8,,20.1347,0.661899,1.0,30,100
43.6609,-65.4372,2023-05-30 18:11:00,C2,28.0,0.0883883,81.8699,14.379,56.0,14.258,239.0,0.0,85.891,19.939,86.839,25.335,4.892,8.884,3.33,1259.0,1.26,1.26,2.7,,16.6952,0.476639,1.0,34,100
43.6722,-65.4432,2023-05-30 18:11:00,C2,29.0,0.274431,30.0686,14.42,55.0,14.237,239.0,0.0,85.953,20.022,87.276,25.449,4.929,8.964,3.37,1284.0,1.27,1.27,32.94,,19.6832,0.596835,1.0,36,100
43.6353,-65.3427,2023-05-30 18:11:00,D2,1.0,0.833854,66.1247,14.027,56.0,14.194,239.0,0.002,85.744,19.484,82.593,24.512,4.777,8.542,0.0,0.0,0.11,0.11,29.5,,0.0,-1.0,0.0,41,0
43.6118,-65.3529,2023-05-30 18:11:00,D2,8.0,0.869806,172.569,14.031,56.0,14.337,239.0,0.002,85.625,19.35,83.09,24.46,4.732,8.461,0.0,0.0,0.11,0.11,81.61,,0.0,-1.0,1.0,31,0
43.612,-65.3474,2023-05-30 18:11:00,D2,13.0,0.864762,94.1446,14.097,56.0,14.338,239.0,0.002,85.627,19.418,83.435,24.551,4.734,8.482,0.0,0.0,0.11,0.11,81.61,,0.0,-1.0,1.0,27,0
43.6576,-65.3665,2023-05-30 18:11:00,D2,56.0,1.43233,110.966,14.783,56.0,14.157,239.0,0.002,85.854,20.276,86.969,25.62,4.842,8.861,0.0,0.0,0.11,0.11,110.43,,0.0,-1.0,1.0,34,0
43.6286,-65.3702,2023-05-30 18:11:00,D2,24.0,0.937583,180.764,14.272,56.0,14.307,239.0,0.001,85.706,19.666,84.922,24.91,4.779,8.623,0.0,0.0,0.11,0.11,14.19,,0.0,-1.0,1.0,37,0
43.6228,-65.3698,2023-05-30 18:11:00,D2,24.0,0.937583,180.764,14.256,56.0,14.316,239.0,0.001,85.677,19.633,84.782,24.869,4.762,8.588,0.0,0.0,0.11,0.11,14.19,,0.0,-1.0,1.0,36,0
43.623,-65.3643,2023-05-30 18:11:00,D2,22.0,0.822344,160.463,14.233,56.0,14.317,239.0,0.001,85.679,19.605,84.571,24.824,4.763,8.581,0.0,0.0,0.11,0.11,122.61,,0.0,-1.0,1.0,36,0
43.6628,-65.3835,2023-05-30 18:11:00,D2,33.0,1.30922,222.678,14.494,56.0,14.143,239.0,0.002,85.882,20.033,85.837,25.303,4.858,8.824,0.0,0.0,0.11,0.11,19.68,,0.0,-1.0,1.0,31,0
43.663,-65.3781,2023-05-30 18:11:00,D2,59.0,0.598174,190.84,14.831,56.0,14.145,239.0,0.002,85.882,20.346,87.443,25.727,4.858,8.907,0.0,0.0,0.11,0.11,24.89,,0.0,-1.0,1.0,31,0
43.6572,-65.3775,2023-05-30 18:11:00,D2,38.0,1.33346,186.459,14.545,56.0,14.153,239.0,0.002,85.853,20.06,85.94,25.336,4.84,8.802,0.0,0.0,0.11,0.11,24.89,,0.0,-1.0,1.0,38,0
43.6574,-65.3721,2023-05-30 18:11:00,D2,25.0,1.3613,135.744,14.382,56.0,14.155,239.0,0.002,85.853,19.903,85.043,25.113,4.841,8.76,0.0,0.0,0.11,0.11,24.89,,0.0,-1.0,1.0,34,0
43.6052,-65.3757,2023-05-30 18:11:00,D2,5.0,0.733357,29.6237,13.965,57.0,14.34,239.0,0.001,85.587,19.276,82.924,24.382,4.708,8.409,0.0,0.0,0.11,0.11,41.43,,0.0,-1.0,0.0,38,0
43.5996,-65.3699,2023-05-30 18:11:00,D2,1.0,0.760345,350.538,13.902,57.0,14.35,239.0,0.002,85.56,19.189,82.416,24.258,4.693,8.361,0.0,0.0,0.11,0.11,41.43,,0.0,-1.0,0.0,48,0
43.5994,-65.3754,2023-05-30 18:11:00,D2,18.0,0.862047,16.8584,14.113,57.0,14.349,239.0,0.002,85.558,19.42,83.805,24.593,4.691,8.423,0.0,0.0,0.11,0.11,41.43,,0.0,-1.0,0.0,38,0
43.6351,-65.3483,2023-05-30 18:11:00,D2,12.0,1.1165,68.3177,14.165,56.0,14.192,239.0,0.002,85.742,19.617,83.355,24.701,4.775,8.576,0.0,0.0,0.11,0.11,247.07,,0.0,-1.0,0.0,41,0
43.6232,-65.3589,2023-05-30 18:11:00,D2,22.0,0.822344,160.463,14.236,56.0,14.319,239.0,0.001,85.68,19.605,84.518,24.818,4.764,8.582,0.0,0.0,0.11,0.11,122.61,,0.0,-1.0,0.0,38,0
43.6291,-65.3536,2023-05-30 18:11:00,D2,21.0,0.898088,55.204,14.243,56.0,14.312,239.0,0.001,85.711,19.624,84.522,24.834,4.783,8.614,0.0,0.0,0.11,0.11,98.09,,0.0,-1.0,0.0,38,0
43.6288,-65.3647,2023-05-30 18:11:00,D2,21.0,0.898088,55.204,14.237,56.0,14.309,239.0,0.001,85.708,19.625,84.631,24.846,4.781,8.614,0.0,0.0,0.11,0.11,122.61,,0.0,-1.0,0.0,38,0
43.6354,-65.3372,2023-05-30 18:11:00,O1b,1.0,0.833854,66.1247,14.031,56.0,14.195,239.0,0.002,85.746,19.484,82.537,24.506,4.778,8.542,5.2,546.0,0.35,0.35,29.5,,0.0,-1.0,1.0,26,0
43.6293,-65.348,2023-05-30 18:11:00,D2,13.0,1.16793,42.3974,14.163,56.0,14.2,239.0,0.002,85.713,19.597,83.267,24.675,4.758,8.544,0.0,0.0,0.11,0.11,98.09,,0.0,-1.0,0.0,41,0
43.6116,-65.3581,2023-05-30 18:11:00,D2,8.0,0.869806,172.569,14.028,56.0,14.336,239.0,0.002,85.623,19.35,83.137,24.465,4.731,8.461,0.0,0.0,0.11,0.11,56.56,,0.0,-1.0,1.0,31,0
43.6235,-65.3478,2023-05-30 18:11:00,D2,13.0,1.16793,42.3974,14.129,56.0,14.322,239.0,0.002,85.684,19.483,83.705,24.632,4.768,8.551,0.0,0.0,0.11,0.11,98.09,,0.0,-1.0,1.0,35,0
43.6177,-65.3477,2023-05-30 18:11:00,D2,24.0,0.625,126.87,14.251,56.0,14.33,239.0,0.002,85.656,19.599,84.437,24.804,4.751,8.558,0.0,0.0,0.11,0.11,81.61,,0.0,-1.0,1.0,32,0
43.6179,-65.3419,2023-05-30 18:11:00,D2,13.0,0.864762,94.1446,14.116,56.0,14.331,239.0,0.002,85.658,19.451,83.519,24.587,4.753,8.519,0.0,0.0,0.11,0.11,61.13,,0.0,-1.0,1.0,32,0
43.5992,-65.3809,2023-05-30 18:11:00,D2,18.0,0.862047,16.8584,14.11,57.0,14.348,239.0,0.002,85.556,19.42,83.856,24.598,4.69,8.423,0.0,0.0,0.11,0.11,18.27,,0.0,-1.0,1.0,33,0
43.6632,-65.3726,2023-05-30 18:11:00,D2,59.0,0.598174,190.84,14.834,56.0,14.147,239.0,0.002,85.882,20.345,87.379,25.719,4.859,8.907,0.0,0.0,0.11,0.11,24.89,,0.0,-1.0,1.0,31,0
43.652,-65.3604,2023-05-30 18:11:00,D2,18.0,0.972754,115.907,14.283,56.0,14.166,239.0,0.002,85.826,19.785,84.314,24.939,4.825,8.701,0.0,0.0,0.11,0.11,5.06,,0.0,-1.0,0.0,39,0
43.6233,-65.3534,2023-05-30 18:11:00,D2,13.0,1.16793,42.3974,14.126,56.0,14.32,239.0,0.002,85.682,19.483,83.757,24.638,4.766,8.549,0.0,0.0,0.11,0.11,98.09,,0.0,-1.0,1.0,35,0
43.6577,-65.5291,2023-05-30 18:11:00,M2_65,30.0,0.976281,166.675,14.346,56.0,14.212,239.0,0.0,85.948,20.009,88.395,25.556,4.92,8.971,2.74,838.0,1.02,1.02,121.15,,19.1583,0.433789,1.0,26,65
43.5844,-65.4721,2023-05-30 18:11:00,M2_65,1.0,0.4035,16.1892,13.843,57.0,14.366,239.0,0.001,85.505,19.176,83.058,24.317,4.661,8.322,2.48,729.0,0.98,0.98,66.24,,16.6987,0.45025,1.0,35,65
43.6163,-65.7325,2023-05-30 18:11:00,M2_50,,0.257391,240.945,14.93,48.0,15.99,82.0,0.0,87.889,26.598,125.865,34.81,7.088,14.29,2.871,893.0,1.037,1.037,25.4,,,0.316312,1.0,32,50
43.6644,-65.5024,2023-05-30 18:11:00,C2,24.0,1.23744,81.8699,14.308,56.0,14.217,239.0,0.0,85.955,19.949,87.581,25.422,4.926,8.954,3.37,1284.0,1.27,1.27,9.52,,16.5643,0.780038,1.0,27,100
43.579,-65.461,2023-05-30 18:11:00,M2_65,4.0,0.388909,45.0,13.868,57.0,14.381,239.0,0.001,85.468,19.174,83.006,24.31,4.64,8.288,2.47,726.0,0.98,0.98,229.08,,17.308,0.302908,1.0,37,65
43.6524,-65.5181,2023-05-30 18:11:00,M2_35,30.0,0.232513,126.254,14.338,56.0,14.228,239.0,0.0,85.908,19.969,88.073,25.49,4.896,8.921,1.53,372.0,0.81,0.81,118.55,,14.2124,0.351445,1.0,27,35
43.5836,-65.4934,2023-05-30 18:11:00,M2_50,8.0,0.397256,12.7244,13.914,57.0,14.356,239.0,0.001,85.519,19.28,83.973,24.498,4.667,8.367,1.95,515.0,0.88,0.88,113.32,,17.3659,0.554391,1.0,33,50
43.652,-65.5288,2023-05-30 18:11:00,M2_65,30.0,0.324519,195.642,14.332,56.0,14.222,239.0,0.0,85.918,19.977,88.251,25.515,4.902,8.935,2.73,835.0,1.02,1.02,121.15,,19.1608,0.412701,1.0,30,65
43.6503,-65.5761,2023-05-30 18:11:00,M2_65,29.0,0.558178,214.046,14.293,56.0,14.192,239.0,0.0,85.97,20.002,88.995,25.613,4.93,8.998,2.75,850.0,1.03,1.03,5.77,,19.1607,0.412701,1.0,38,65
43.6619,-65.5715,2023-05-30 18:11:00,M2_65,28.0,0.424632,222.614,14.312,55.0,14.177,239.0,0.0,86.022,20.047,89.1,25.66,4.962,9.058,2.78,859.0,1.03,1.03,11.8,,19.0628,0.496431,1.0,33,65
43.5978,-65.4188,2023-05-30 18:11:00,M2_65,15.0,0.445112,218.157,14.052,57.0,14.337,239.0,0.001,85.55,19.383,84.008,24.585,4.683,8.409,2.51,745.0,0.99,0.99,6.24,,19.0628,0.496431,0.0,65,65
43.6576,-65.5342,2023-05-30 18:11:00,C2,30.0,0.324519,195.642,14.343,56.0,14.209,239.0,0.0,85.953,20.013,88.481,25.568,4.923,8.978,3.38,1288.0,1.27,1.27,133.15,,20.1452,0.661899,1.0,26,100
43.664,-65.5134,2023-05-30 18:11:00,C2,40.0,1.34734,96.9272,14.487,56.0,14.211,239.0,0.0,85.964,20.159,89.137,25.756,4.931,9.028,3.4,1306.0,1.28,1.28,6.46,,16.5365,0.726768,1.0,22,100
43.6629,-65.5449,2023-05-30 18:11:00,C2,29.0,0.337731,182.121,14.34,56.0,14.193,239.0,0.0,85.993,20.039,88.715,25.614,4.946,9.023,3.4,1306.0,1.28,1.28,56.31,,20.1452,0.661899,1.0,32,100
43.6679,-65.5666,2023-05-30 18:11:00,C2,37.0,0.387702,181.848,14.434,55.0,14.171,239.0,0.0,86.045,20.188,89.922,25.861,4.977,9.121,3.46,1339.0,1.29,1.29,11.8,,20.1452,0.661899,1.0,34,100
43.6608,-65.4426,2023-05-30 18:11:00,O1b,28.0,0.0951972,66.8014,14.376,56.0,14.256,239.0,0.0,85.893,19.941,86.912,25.344,4.893,8.887,0.95,100.0,0.35,0.35,2.7,,21.4198,0.160809,1.0,37,0
43.5897,-65.483,2023-05-30 18:11:00,D2,4.0,0.425735,3.36646,13.888,57.0,14.352,239.0,0.001,85.542,19.254,83.63,24.441,4.681,8.378,0.0,0.0,0.11,0.11,40.56,,22.094,0.242223,1.0,38,0
43.6562,-65.5712,2023-05-30 18:11:00,D2,28.0,0.424632,222.614,14.298,56.0,14.186,239.0,0.0,85.993,20.016,88.958,25.62,4.944,9.021,0.0,0.0,0.11,0.11,10.41,,20.1485,0.439012,1.0,36,0
43.6661,-65.4537,2023-05-30 18:11:00,D2,28.0,0.30104,184.764,14.385,56.0,14.242,239.0,0.0,85.927,19.978,87.201,25.405,4.913,8.93,0.0,0.0,0.11,0.11,15.38,,19.7656,0.206095,1.0,29,0
43.599,-65.3864,2023-05-30 18:11:00,D2,5.0,0.480885,8.97263,13.943,57.0,14.346,239.0,0.001,85.554,19.244,82.885,24.353,4.688,8.372,0.0,0.0,0.11,0.11,18.27,,17.334,0.21269,1.0,33,0
43.6684,-65.5808,2023-05-30 18:36:00,M2_65,26.0,0.604152,204.444,14.301,55.0,14.16,239.0,0.0,86.067,20.065,89.254,25.691,4.99,9.107,2.8,865.0,1.03,1.03,356.65,,20.1485,0.439012,1.0,30,65
43.6185,-65.3924,2023-05-30 18:36:00,D2,11.0,0.0559017,206.565,14.07,56.0,14.315,239.0,0.001,85.655,19.438,83.904,24.618,4.747,8.516,0.0,0.0,0.11,0.11,287.52,,17.2316,0.206095,1.0,35,0
43.6669,-65.5268,2023-05-30 18:36:00,M2_65,60.0,1.04313,135.971,14.72,56.0,14.198,239.0,0.0,85.993,20.44,91.161,26.196,4.947,9.14,2.79,879.0,1.05,1.05,338.1,,14.0718,0.533454,1.0,20,65
43.6659,-65.5852,2023-05-30 18:36:00,M2_50,26.0,0.206912,115.017,14.292,55.0,14.161,239.0,0.0,86.061,20.057,89.282,25.687,4.986,9.1,2.19,604.0,0.92,0.92,516.85,,20.8703,0.144261,1.0,30,50
43.649,-65.5263,2023-05-30 18:36:00,M2_65,29.0,0.232513,126.254,14.313,56.0,14.228,239.0,0.0,85.899,19.945,88.045,25.467,4.89,8.907,2.71,829.0,1.02,1.02,1153.36,,13.873,0.285742,1.0,25,65
43.58,-65.5191,2023-05-30 18:36:00,M2_65,19.0,0.497808,38.8845,14.024,57.0,14.346,239.0,0.0,85.528,19.429,85.263,24.755,4.671,8.423,2.51,753.0,1.0,1.0,900.12,,16.8251,0.400704,1.0,36,65
43.6505,-65.5801,2023-05-30 18:36:00,M2_65,29.0,0.558178,214.046,14.291,56.0,14.189,239.0,0.0,85.976,20.007,89.076,25.625,4.933,9.005,2.76,853.0,1.03,1.03,1097.46,,19.162,0.41682,1.0,38,65
43.636,-65.402,2023-05-30 18:36:00,O1b,15.0,0.308727,68.6294,14.164,56.0,14.285,239.0,0.001,85.747,19.597,84.76,24.838,4.801,8.643,0.45,47.0,0.35,0.35,177.59,,14.9164,0.056838,1.0,37,0
43.6517,-65.5219,2023-05-30 18:36:00,D2,30.0,0.232513,126.254,14.334,56.0,14.226,239.0,0.0,85.909,19.969,88.123,25.495,4.896,8.922,0.0,0.0,0.11,0.11,1623.28,,19.1173,0.302148,1.0,27,0
43.648,-65.5844,2023-05-30 18:36:00,M2_65,23.0,0.540833,56.3099,14.213,56.0,14.19,239.0,0.0,85.97,19.923,88.583,25.505,4.93,8.977,2.75,841.0,1.02,1.02,523.28,,12.8685,0.415519,1.0,38,65
43.668,-65.4944,2023-05-31 02:49:00,C2,7.0,1.05505,76.293,0.174,0.0,0.935,0.0,85.517,0.432,88.341,2.706,86.456,0.0,0.0,0.0,0.0,3.15,3.15,80.38,,16.7452,0.50069,1.0,29,100
43.6762,-65.4539,2023-05-31 02:49:00,C2,30.0,0.538807,93.9909,0.305,0.0,0.904,0.0,85.664,0.301,89.937,2.758,88.021,0.0,0.0,0.0,0.0,3.18,3.18,226.69,,16.6726,0.724806,1.0,25,100
43.6693,-65.4801,2023-05-31 05:36:00,D2,7.0,0.902254,222.754,0.16,0.0,0.925,0.0,85.552,0.392,88.168,2.657,86.285,0.0,0.0,0.0,0.0,0.24,0.24,1.06,,19.0425,0.253341,1.0,36,0
43.6744,-65.4796,2023-05-31 05:36:00,O1b,29.0,0.902254,222.754,0.32,0.0,0.92,0.0,85.613,0.358,90.164,2.83,88.245,0.0,0.0,0.0,0.0,0.35,0.35,1.06,,17.2316,0.206095,1.0,36,0
43.6731,-65.4543,2023-05-31 05:36:00,D2,30.0,0.538807,93.9909,0.308,0.0,0.907,0.0,85.628,0.321,89.861,2.765,87.947,0.0,0.0,0.0,0.0,0.24,0.24,1.3,,21.4949,0.228415,1.0,29,0
43.67,-65.4925,2023-05-31 05:36:00,farm,7.0,1.05505,76.293,0.17,0.0,0.932,0.0,85.543,0.414,88.365,2.695,86.479,0.0,0.0,0.0,0.0,0.35,0.35,1.16,,18.2202,0.310799,1.0,29,0
43.5753,-65.4986,2023-05-31 05:36:00,M2_65,12.0,0.382426,11.3099,0.318,1.0,1.032,0.0,84.346,1.102,86.157,3.004,84.319,0.0,0.0,0.0,0.0,2.43,2.43,1.97,,16.8251,0.400704,1.0,33,65
43.6653,-65.5011,2023-05-31 05:36:00,C2,24.0,1.23744,81.8699,0.31,0.0,0.942,0.0,85.474,0.465,89.813,2.878,87.902,0.0,0.0,0.0,0.0,3.18,3.18,0.94,,16.5643,0.780038,1.0,29,100
43.6782,-65.4537,2023-05-31 05:36:00,C2,30.0,0.608276,189.462,0.303,0.0,0.902,0.0,85.687,0.288,89.984,2.753,88.067,0.0,0.0,0.0,0.0,3.18,3.18,1.15,,16.5408,0.820601,1.0,25,100
43.5737,-65.4696,2023-05-31 05:36:00,C2,8.0,0.4272,69.444,0.26,1.0,1.016,0.0,84.385,1.033,85.368,2.859,83.543,0.0,0.0,0.0,0.0,3.09,3.09,1.08,,16.7107,0.569328,1.0,38,100
43.6707,-65.5046,2023-05-31 05:36:00,C5,24.0,1.67603,71.2948,0.307,0.0,0.938,0.0,85.533,0.437,90.008,2.878,88.093,0.0,0.0,0.0,0.0,2.3,2.3,1.05,,11.441,0.626921,1.0,29,100
43.5805,-65.4981,2023-05-31 05:36:00,M2_65,8.0,0.397256,12.7244,0.282,1.0,1.027,0.0,84.414,1.062,85.968,2.954,84.133,0.0,0.0,0.0,0.0,2.43,2.43,1.97,,17.2977,0.302908,1.0,31,65
43.5856,-65.4976,2023-05-31 05:36:00,M2_65,10.0,0.397256,12.7244,0.291,1.0,1.021,0.0,84.482,1.022,86.287,2.954,84.446,0.0,0.0,0.0,0.0,2.43,2.43,0.82,,17.3659,0.554391,1.0,34,65
43.6173,-65.3736,2023-05-31 05:36:00,M2_50,13.0,0.554808,157.479,0.18,0.0,0.906,0.0,85.092,0.538,86.003,2.619,84.161,0.0,0.0,0.0,0.0,2.14,2.14,0.99,,0.0,-1.0,1.0,37,50
43.5905,-65.4929,2023-05-31 05:36:00,M2_65,3.0,0.451733,14.4208,0.228,1.0,1.013,0.0,84.555,0.972,85.773,2.863,83.94,0.0,0.0,0.0,0.0,2.42,2.42,0.82,,16.3896,0.463605,1.0,34,65
43.5795,-65.4814,2023-05-31 05:36:00,M2_65,6.0,0.392508,9.16235,0.251,1.0,1.017,0.0,84.437,1.021,85.534,2.873,83.706,0.0,0.0,0.0,0.0,2.42,2.42,1.0,,17.2314,0.206095,1.0,38,65
43.6719,-65.4338,2023-05-31 05:36:00,M2_65,23.0,0.274431,30.0686,0.262,0.0,0.779,0.0,85.782,0.16,89.211,1.934,87.295,0.0,0.0,0.0,0.0,2.48,2.48,1.18,,16.8402,0.400704,1.0,37,65
43.6676,-65.5431,2023-05-31 05:36:00,M2_65,40.0,0.763422,177.184,0.464,1.0,0.965,0.0,85.43,0.561,91.888,3.157,89.94,0.0,0.0,0.0,0.0,2.52,2.52,0.76,,16.6405,0.433789,1.0,35,65
43.5749,-65.4903,2023-05-31 05:36:00,C2,12.0,0.392508,9.16235,0.31,1.0,1.028,0.0,84.358,1.081,86.024,2.971,84.188,0.0,0.0,0.0,0.0,3.1,3.1,1.05,,17.3659,0.554391,1.0,33,100
43.6698,-65.5853,2023-05-31 05:36:00,C2,26.0,0.48283,201.251,0.394,1.0,0.991,0.0,85.372,0.681,91.461,3.197,89.522,0.0,0.0,0.0,0.0,3.21,3.21,0.87,,20.145,0.661899,1.0,30,100
43.5842,-65.4725,2023-05-31 05:36:00,M2_65,1.0,0.4035,16.1892,0.199,1.0,1.007,0.0,84.514,0.964,85.131,2.784,83.309,0.0,0.0,0.0,0.0,2.41,2.41,0.59,,19.0628,0.496431,1.0,38,65
43.6266,-65.3559,2023-05-31 05:36:00,D2,21.0,0.898088,55.204,0.21,0.0,0.89,0.0,85.213,0.468,86.753,2.577,84.896,0.0,0.0,0.0,0.0,0.24,0.24,0.47,,0.0,-1.0,0.0,39,0
43.6217,-65.3606,2023-05-31 05:36:00,D2,22.0,0.822344,160.463,0.225,0.0,0.896,0.0,85.154,0.501,86.756,2.598,84.9,0.0,0.0,0.0,0.0,0.24,0.24,1.32,,0.0,-1.0,1.0,37,0
43.6069,-65.3708,2023-05-31 05:36:00,D2,5.0,0.733357,29.6237,0.132,1.0,0.915,0.0,84.973,0.604,85.023,2.617,83.2,0.0,0.0,0.0,0.0,0.23,0.23,1.08,,0.0,-1.0,0.0,39,0
43.6674,-65.5389,2023-05-31 05:36:00,C2,40.0,1.0494,192.381,0.461,1.0,0.963,0.0,85.436,0.55,91.813,3.142,89.866,0.0,0.0,0.0,0.0,3.22,3.22,0.76,,20.1452,0.661899,1.0,35,100
43.6368,-65.3549,2023-05-31 05:36:00,M2_50,12.0,1.1165,68.3177,0.167,0.0,0.752,0.0,85.51,0.23,86.648,1.667,84.778,0.0,0.0,0.0,0.0,2.15,2.15,0.73,,0.0,-1.0,1.0,34,50
43.6724,-65.3507,2023-05-31 05:36:00,D2,30.0,1.92297,51.8637,0.253,0.0,0.723,0.0,85.872,0.049,88.726,1.772,86.817,0.0,0.0,0.0,0.0,0.24,0.24,3.64,,0.0,-1.0,1.0,34,0
43.6687,-65.3754,2023-05-31 05:36:00,D2,59.0,0.598174,190.84,0.472,0.0,0.737,0.0,85.823,0.08,90.957,1.908,89.006,0.0,0.0,0.0,0.0,0.24,0.24,2.01,,0.0,-1.0,1.0,31,0
43.6733,-65.4585,2023-05-31 05:36:00,M2_65,53.0,0.608276,189.462,0.485,0.0,0.91,0.0,85.625,0.327,91.88,2.972,89.929,0.0,0.0,0.0,0.0,2.52,2.52,1.3,,16.5991,0.726464,1.0,29,65
43.5977,-65.5296,2023-05-31 05:36:00,D2,19.0,0.436606,13.2405,0.376,1.0,1.029,0.0,84.569,1.035,87.907,3.129,86.037,0.0,0.0,0.0,0.0,0.24,0.24,1.16,,18.22,0.310799,0.0,67,0
43.6124,-65.3784,2023-05-31 05:36:00,D2,18.0,0.683054,34.5625,0.222,1.0,0.913,0.0,85.031,0.573,86.341,2.65,84.493,0.0,0.0,0.0,0.0,0.24,0.24,1.3,,17.3082,0.302908,0.0,39,0
43.5916,-65.5135,2023-05-31 05:36:00,D2,16.0,0.566789,48.5763,0.345,1.0,1.025,0.0,84.527,1.027,87.218,3.053,85.36,0.0,0.0,0.0,0.0,0.24,0.24,1.77,,19.0424,0.253341,1.0,38,0
43.6571,-65.54,2023-05-31 05:36:00,C2,30.0,0.337731,182.121,0.399,1.0,0.974,0.0,85.306,0.627,90.705,3.09,88.78,0.0,0.0,0.0,0.0,3.2,3.2,1.63,,20.1452,0.661899,1.0,30,100
43.6627,-65.548,2023-05-31 05:36:00,C2,29.0,0.302593,141.71,0.392,1.0,0.973,0.0,85.361,0.611,90.9,3.096,88.971,0.0,0.0,0.0,0.0,3.2,3.2,1.32,,15.1081,0.321849,1.0,33,100
